x,y,z
-9.959186298188450748e-02,-6.813309394649380568e-02,-1.857476535739361612e-01
-9.888129137486982578e-02,-6.797920778740451642e-02,-1.855418426465210990e-01
-9.800235308166573012e-02,-6.766168192841537365e-02,-1.855278855320419973e-01
-9.732519705070456772e-02,-6.716816439128880933e-02,-1.856658276504219718e-01
-9.644113454525445051e-02,-6.748372141125724699e-02,-1.852626209259735923e-01
-9.561859963166867427e-02,-6.721996824825648975e-02,-1.852746323197237699e-01
-9.480370049774002050e-02,-6.730324780662944040e-02,-1.849546725488242227e-01
-9.408711760766462484e-02,-6.698374276886209788e-02,-1.848197276570919534e-01
-9.350113755512466651e-02,-6.695275949835821638e-02,-1.846326660809164133e-01
-9.265142390876009160e-02,-6.667496314271759150e-02,-1.844431740177455425e-01
-9.158035804764365351e-02,-6.620251131220300511e-02,-1.843487540190197616e-01
-9.084305024741025358e-02,-6.596214009509460130e-02,-1.841107385455535150e-01
-9.006873234658900607e-02,-6.530954211845785284e-02,-1.841368186325598455e-01
-8.959211040876231824e-02,-6.528283618622421347e-02,-1.839665789326510592e-01
-8.888983237057558606e-02,-6.521220052627108021e-02,-1.836894577203260492e-01
-8.801061846168471703e-02,-6.481534447633674478e-02,-1.833950765304484809e-01
-8.700490939788436962e-02,-6.429804870537492167e-02,-1.834263325004167056e-01
-8.620349801807840329e-02,-6.428813114083464786e-02,-1.830960800245012010e-01
-8.557575958858272547e-02,-6.405030985000259580e-02,-1.828504139427662711e-01
-8.481723135502199085e-02,-6.369042945028191571e-02,-1.826643465236505726e-01
-8.431640271486452731e-02,-6.359914120146392680e-02,-1.823413718179423548e-01
-8.370505816729477411e-02,-6.303360369085198034e-02,-1.822957413181476860e-01
-8.261947931285081037e-02,-6.253799800969794820e-02,-1.820142627303197869e-01
-8.167917380153975893e-02,-6.242814943519026105e-02,-1.815516369070898084e-01
-8.104987429451977754e-02,-6.194428214579172920e-02,-1.814377726686411951e-01
-8.054218784798995723e-02,-6.216103104480208419e-02,-1.811162186350428194e-01
-7.993014419730594400e-02,-6.166059602661289052e-02,-1.809254775804983728e-01
-7.890431060544229880e-02,-6.121724487413449101e-02,-1.807226869589768359e-01
-7.807249731166300555e-02,-6.081391735151975286e-02,-1.805601146023299297e-01
-7.738253765491966141e-02,-6.009103770088419783e-02,-1.805894438958203507e-01
-7.664078558164434674e-02,-6.021367974831648429e-02,-1.799796601186105793e-01
-7.624525723421395063e-02,-6.016878952476478748e-02,-1.795580966405933843e-01
-7.556203633201204195e-02,-5.999885908416413560e-02,-1.792723253386287463e-01
-7.464649357174328592e-02,-5.937687123793022881e-02,-1.790822299663535622e-01
-7.359066256205852585e-02,-5.901828795602359623e-02,-1.787403180767106747e-01
-7.287661386112882778e-02,-5.858571696353565006e-02,-1.785758911316900899e-01
-7.248049142948355394e-02,-5.795389237312342789e-02,-1.789144425460955923e-01
-7.162731569972165258e-02,-5.738318641098072437e-02,-1.788815613931715731e-01
-7.067929077529212789e-02,-5.724246430916679618e-02,-1.786754593089202592e-01
-7.000682076736618187e-02,-5.699286998287711459e-02,-1.783895246521650102e-01
-6.933058094205270250e-02,-5.648723616846951234e-02,-1.782629872923994219e-01
-6.879558653542762470e-02,-5.626000428935917785e-02,-1.779455188995727188e-01
-6.830134736566841058e-02,-5.617542519759688435e-02,-1.775110156865045419e-01
-6.783198518724188608e-02,-5.614063534971613922e-02,-1.770419608077578311e-01
-6.719162610618230336e-02,-5.585962299652369456e-02,-1.768476628297990516e-01
-6.699269910024070740e-02,-5.532252895517875135e-02,-1.769938339483031198e-01
-6.617109790313914497e-02,-5.488541678387026668e-02,-1.770090886519362916e-01
-6.542998230595488407e-02,-5.447150557280189265e-02,-1.770221816161132999e-01
-6.462087413868174146e-02,-5.470492856318120989e-02,-1.766054126952919801e-01
